UserID,MovieID,Rating,Timestamp,Title,Genres
39530,1663,4.0,1120891088,Stripes (1981),Comedy|War
23437,5697,3.0,1170625653,Terror Train (1980),Horror
52424,919,5.0,956353279,"Wizard of Oz, The (1939)",Adventure|Children|Fantasy|Musical
13552,2987,3.5,1219514917,Who Framed Roger Rabbit? (1988),Adventure|Animation|Children|Comedy|Crime|Fantasy|Mystery
69583,802,4.0,857681318,Phenomenon (1996),Drama|Romance
48058,188,1.0,1179266004,"Prophecy, The (1995)",Fantasy|Horror|Mystery
6707,322,4.0,983421849,Swimming with Sharks (1995),Comedy|Drama
6992,32017,3.5,1195729176,"Pacifier, The (2005)",Action|Comedy
19231,3578,4.0,991172480,Gladiator (2000),Action|Adventure|Drama
69210,247,5.0,941222430,Heavenly Creatures (1994),Crime|Drama|Fantasy|Romance|Thriller
27830,1517,3.5,1225176228,Austin Powers: International Man of Mystery (1997),Action|Adventure|Comedy
52821,2797,3.0,941829814,Big (1988),Comedy|Drama|Fantasy|Romance
38690,3623,2.5,1175715336,Mission: Impossible 2 (2000),Action|Thriller
50394,342,4.0,834508431,Muriel's Wedding (1994),Comedy
16452,920,5.0,1139460800,Gone with the Wind (1939),Drama|Romance|War
50540,3979,2.0,976672676,Little Nicky (2000),Comedy
41101,2137,4.0,993612692,Charlotte's Web (1973),Animation|Children
34585,2028,5.0,954266435,Saving Private Ryan (1998),Action|Drama|War
41127,4027,4.5,1203100378,"O Brother, Where Art Thou? (2000)",Adventure|Comedy|Crime
46522,2335,2.5,1178732179,"Waterboy, The (1998)",Comedy
25038,33495,3.0,1199334008,Kicking & Screaming (2005),Comedy
51717,2448,1.0,1045099542,Virus (1999),Horror|Sci-Fi
49064,2167,4.0,967944684,Blade (1998),Action|Horror|Thriller
37298,63082,4.0,1230303608,Slumdog Millionaire (2008),Comedy|Drama|Romance
47151,5995,4.0,1151766075,"Pianist, The (2002)",Drama|War
48594,2546,3.0,967834643,"Deep End of the Ocean, The (1999)",Drama
34063,6,5.0,992746183,Heat (1995),Action|Crime|Thriller
62784,5269,4.0,1111366033,"Piano Teacher, The (La Pianiste) (2001)",Drama
55878,48385,3.5,1164120494,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan (2006),Comedy
10759,3285,2.0,965775786,"Beach, The (2000)",Adventure|Drama
65172,232,4.0,838319281,Eat Drink Man Woman (Yin shi nan nu) (1994),Comedy|Drama|Romance
43896,849,3.0,939477013,Escape from L.A. (1996),Action|Adventure|Sci-Fi|Thriller
9666,235,3.0,1088927068,Ed Wood (1994),Comedy|Drama
54539,3745,4.0,978068831,Titan A.E. (2000),Action|Adventure|Animation|Sci-Fi
17105,316,2.0,888624500,Stargate (1994),Action|Adventure|Sci-Fi
23423,4022,4.0,1138319847,Cast Away (2000),Drama
2584,534,4.5,1190260363,Shadowlands (1993),Drama|Romance
21158,217,3.0,831976700,"Babysitter, The (1995)",Drama|Thriller
30873,2846,3.0,1117730909,"Adventures of Milo and Otis, The (Koneko monogatari) (1986)",Adventure|Children|Comedy|Drama
41295,1635,3.0,1204218019,"Ice Storm, The (1997)",Drama
38137,1676,4.5,1225364680,Starship Troopers (1997),Action|Sci-Fi|War
8159,9,1.0,878717495,Sudden Death (1995),Action
70516,1732,1.0,1133245692,"Big Lebowski, The (1998)",Comedy|Crime|Mystery|Thriller
27679,1672,4.0,1225161522,"Rainmaker, The (1997)",Drama
57811,8197,4.0,1091500922,Hiroshima Mon Amour (1959),Drama|Romance|War
50716,30822,4.0,1107805598,In Good Company (2004),Comedy|Drama
6070,318,5.0,1081405969,"Shawshank Redemption, The (1994)",Drama
3022,51412,3.0,1194675460,Next (2007),Action|Sci-Fi|Thriller
22304,173,4.0,851272395,Judge Dredd (1995),Action|Crime|Sci-Fi
30334,48385,2.0,1172696738,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan (2006),Comedy
11765,2762,3.0,1166500853,"Sixth Sense, The (1999)",Drama|Mystery|Thriller
71514,5962,3.5,1059396654,Body of Evidence (1993),Drama|Thriller
47383,1247,5.0,976294267,"Graduate, The (1967)",Comedy|Drama|Romance
2662,6373,2.5,1111581898,Bruce Almighty (2003),Comedy
16521,8985,4.5,1220798099,Blade: Trinity (2004),Action|Fantasy|Horror|Thriller
745,4901,4.0,1022543613,Spy Game (2001),Action|Crime|Drama|Thriller
39900,33679,4.0,1201114818,Mr. & Mrs. Smith (2005),Action|Adventure|Comedy|Romance|Thriller
5507,2692,4.5,1124816966,Run Lola Run (Lola rennt) (1998),Action|Crime|Romance
48184,1197,4.0,1126811522,"Princess Bride, The (1987)",Action|Adventure|Comedy|Fantasy|Romance
19960,786,1.0,851055061,Eraser (1996),Action|Drama|Thriller
59688,762,4.0,855928918,Striptease (1996),Comedy|Crime
55222,364,3.0,837625259,"Lion King, The (1994)",Adventure|Animation|Children|Drama|Musical
139,107,2.0,974300866,Muppet Treasure Island (1996),Adventure|Children|Comedy|Musical
2977,711,3.0,858261442,Flipper (1996),Adventure|Children
51237,2247,3.5,1053304576,Married to the Mob (1988),Comedy
40662,5568,4.0,1041826350,Johnny Dangerously (1984),Comedy
70747,1185,4.0,941453459,My Left Foot (1989),Drama
39608,2355,4.5,1225328710,"Bug's Life, A (1998)",Adventure|Animation|Children|Comedy
41175,1327,3.0,975639818,"Amityville Horror, The (1979)",Horror
24312,3717,0.5,1096668562,Gone in 60 Seconds (2000),Action|Crime
42941,8636,4.0,1107254379,Spider-Man 2 (2004),Action|Adventure|Sci-Fi
28460,2553,3.0,970260215,Village of the Damned (1960),Horror|Sci-Fi|Thriller
25301,593,3.0,938580825,"Silence of the Lambs, The (1991)",Crime|Horror|Thriller
27241,1608,3.0,1007456796,Air Force One (1997),Action|Thriller
6104,2386,0.5,1086797372,Jerry Springer: Ringmaster (1998),Comedy|Drama
28024,3148,4.0,967122632,"Cider House Rules, The (1999)",Drama
53991,3394,3.0,969467300,Blind Date (1987),Comedy|Romance
69434,1214,3.5,1113309618,Alien (1979),Action|Horror|Sci-Fi|Thriller
55517,7027,4.0,1127429605,Silverado (1985),Action|Western
65224,2470,2.5,1185322746,Crocodile Dundee (1986),Adventure|Comedy
826,7573,3.5,1215714108,Never Say Never Again (1983),Action|Adventure|Thriller
22609,8368,3.5,1170341886,Harry Potter and the Prisoner of Azkaban (2004),Adventure|Children|Fantasy
22708,661,4.0,1196735509,James and the Giant Peach (1996),Animation|Children|Fantasy|Musical
902,733,4.5,1162576819,"Rock, The (1996)",Action|Adventure|Thriller
19056,480,5.0,845472216,Jurassic Park (1993),Action|Adventure|Sci-Fi|Thriller
39580,4321,4.5,1176132817,City Slickers (1991),Adventure|Comedy|Western
28742,89,2.0,992315437,Nick of Time (1995),Action|Thriller
19982,3508,5.0,1114204254,"Outlaw Josey Wales, The (1976)",Action|Adventure|Drama|Western
8823,372,3.0,984248267,Reality Bites (1994),Comedy|Drama|Romance
60996,761,1.0,1078544112,"Phantom, The (1996)",Action|Adventure
39935,30816,4.5,1176142140,"Phantom of the Opera, The (2004)",Drama|Musical|Romance
58056,2082,5.0,1209601327,"Mighty Ducks, The (1992)",Children|Comedy
47691,1967,3.5,1179162556,Labyrinth (1986),Adventure|Children|Fantasy
40676,1431,3.0,965092019,Beverly Hills Ninja (1997),Action|Comedy
5939,3882,5.0,1136155894,Bring It On (2000),Comedy
41307,648,3.0,945039247,Mission: Impossible (1996),Action|Adventure|Mystery|Thriller
7150,74,1.0,869593550,Bed of Roses (1996),Drama|Romance
68344,2501,5.0,945506198,October Sky (1999),Drama
53663,1036,4.0,995776240,Die Hard (1988),Action|Crime|Thriller
47702,1213,3.5,1230736323,Goodfellas (1990),Crime|Drama
59400,1120,4.0,1183313261,"People vs. Larry Flynt, The (1996)",Comedy|Drama
9505,508,5.0,1000688464,Philadelphia (1993),Drama
69826,3504,4.0,1038192418,Network (1976),Comedy|Drama
5113,368,4.0,961525956,Maverick (1994),Adventure|Comedy|Western
51955,3168,4.5,1124688980,Easy Rider (1969),Adventure|Drama
22969,3067,4.0,966124503,Women on the Verge of a Nervous Breakdown (Mujeres al borde de un ataque de nervios) (1988),Comedy|Drama
41621,1367,3.0,1077133118,101 Dalmatians (1996),Adventure|Children|Comedy
69034,597,4.0,844176849,Pretty Woman (1990),Comedy|Romance
4663,1004,3.0,849992541,"Glimmer Man, The (1996)",Action|Thriller
40367,4901,3.5,1202843299,Spy Game (2001),Action|Crime|Drama|Thriller
56463,491,1.5,1127912755,"Man Without a Face, The (1993)",Drama
59050,1092,3.0,1129403691,Basic Instinct (1992),Mystery|Thriller
35880,33794,4.0,1174682372,Batman Begins (2005),Action|Crime
16485,380,4.0,1139472901,True Lies (1994),Action|Adventure|Comedy|Romance|Thriller
53847,3186,4.0,1044681978,"Girl, Interrupted (1999)",Drama
57091,1425,2.0,875095890,Fierce Creatures (1997),Comedy
7195,47,4.0,1207777791,Seven (a.k.a. Se7en) (1995),Crime|Horror|Mystery|Thriller
3681,2312,3.0,982510653,Children of a Lesser God (1986),Drama
16712,1649,4.0,1058821746,"Fast, Cheap & Out of Control (1997)",Documentary
27862,1517,2.5,1225180398,Austin Powers: International Man of Mystery (1997),Action|Adventure|Comedy
13064,593,4.0,845198515,"Silence of the Lambs, The (1991)",Crime|Horror|Thriller
40472,1199,3.0,848598032,Brazil (1985),Comedy|Fantasy|Romance|Sci-Fi
53749,6482,2.5,1075933550,Dumb and Dumberer: When Harry Met Lloyd (2003),Comedy
52350,2359,3.0,956350337,Waking Ned Devine (1998),Comedy
64500,1060,2.5,1130926702,Swingers (1996),Comedy|Drama
46432,4681,3.0,1016048794,"War of the Roses, The (1989)",Comedy|Drama
24770,2348,3.5,1197527699,Sid and Nancy (1986),Drama
53586,3988,2.5,1208055107,How the Grinch Stole Christmas (a.k.a. The Grinch) (2000),Children|Comedy|Fantasy
28828,1387,5.0,1007865076,Jaws (1975),Action|Horror
38726,26128,4.0,1227070691,What a Way to Go! (1964),Comedy|Musical|Romance
57126,1057,5.0,1182646040,Everyone Says I Love You (1996),Comedy|Musical|Romance
22515,3897,4.5,1061830824,Almost Famous (2000),Adventure|Comedy|Drama|Musical
15999,587,4.0,948730672,Ghost (1990),Comedy|Drama|Fantasy|Romance|Thriller
20220,1036,3.0,943641784,Die Hard (1988),Action|Crime|Thriller
19118,4016,3.0,1045426443,"Emperor's New Groove, The (2000)",Adventure|Animation|Children|Comedy|Fantasy
24695,31553,2.0,1183470142,Double Dragon (1994),Action|Adventure|Sci-Fi
54726,474,2.0,842717503,In the Line of Fire (1993),Action|Thriller
31328,593,4.0,836412244,"Silence of the Lambs, The (1991)",Crime|Horror|Thriller
46938,1197,5.0,1013265082,"Princess Bride, The (1987)",Action|Adventure|Comedy|Fantasy|Romance
50525,8636,3.5,1107794008,Spider-Man 2 (2004),Action|Adventure|Sci-Fi
30947,1921,3.0,974912637,Pi (1998),Sci-Fi|Thriller
45989,2804,5.0,954717440,"Christmas Story, A (1983)",Children|Comedy
21822,163,3.5,1138395449,Desperado (1995),Action|Romance|Thriller
4703,4027,2.5,1086173993,"O Brother, Where Art Thou? (2000)",Adventure|Comedy|Crime
2652,1387,5.0,974580488,Jaws (1975),Action|Horror
13478,4310,2.5,1167306639,Pearl Harbor (2001),Action|Drama|Romance|War
39585,1198,5.0,993414328,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Action|Adventure
13321,1371,4.0,1091232684,Star Trek: The Motion Picture (1979),Adventure|Sci-Fi
4129,3037,4.0,1189780805,Little Big Man (1970),Adventure|Comedy|Drama|Western
58328,5445,3.5,1157798339,Minority Report (2002),Action|Crime|Mystery|Sci-Fi|Thriller
39957,4973,4.0,1225353990,"Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)",Comedy|Romance
3806,5049,3.0,1024077921,48 Hrs. (1982),Action|Comedy|Crime|Drama
12323,3418,4.0,986856114,Thelma & Louise (1991),Action|Adventure|Comedy|Crime|Drama|Romance
49829,2761,4.5,1122057221,"Iron Giant, The (1999)",Adventure|Animation|Children|Drama|Sci-Fi
47287,17,3.5,1179008966,Sense and Sensibility (1995),Comedy|Drama|Romance
41391,3409,5.0,1004969527,Final Destination (2000),Drama|Thriller
53687,3001,2.0,977527675,"Suburbans, The (1999)",Drama
19019,1960,5.0,1059682916,"Last Emperor, The (1987)",Drama
44011,40278,4.0,1177811167,Jarhead (2005),Action|Drama|War
47552,2847,3.0,939309578,Only Angels Have Wings (1939),Adventure|Drama|Romance
61079,1517,3.0,1158546425,Austin Powers: International Man of Mystery (1997),Action|Adventure|Comedy
14390,300,4.0,962894084,Quiz Show (1994),Drama
29894,3623,2.5,1199821768,Mission: Impossible 2 (2000),Action|Thriller
65301,165,3.5,1159829080,Die Hard: With a Vengeance (1995),Action|Crime|Thriller
48107,647,2.0,944951849,Courage Under Fire (1996),Drama|War
15507,2038,2.0,1004914166,"Cat from Outer Space, The (1978)",Children|Comedy|Sci-Fi
4057,356,5.0,839312334,Forrest Gump (1994),Comedy|Drama|Romance|War
40319,38798,3.0,1157321702,In Her Shoes (2005),Comedy|Drama
3247,3176,4.0,1135041302,"Talented Mr. Ripley, The (1999)",Drama|Mystery|Thriller
8306,3052,4.0,962333667,Dogma (1999),Adventure|Comedy|Fantasy
50590,215,5.0,1093152761,Before Sunrise (1995),Drama|Romance
20427,1288,4.0,1169591899,This Is Spinal Tap (1984),Comedy|Musical
63036,1049,3.0,1041178964,"Ghost and the Darkness, The (1996)",Action|Adventure
149,3638,2.5,1112341161,Moonraker (1979),Action|Adventure|Romance|Sci-Fi|Thriller
10158,1784,4.0,918828379,As Good As It Gets (1997),Comedy|Drama|Romance
5285,30812,4.0,1138133855,"Aviator, The (2004)",Drama
5578,2745,3.0,961542313,"Mission, The (1986)",Drama
26333,1994,4.0,1121788395,Poltergeist (1982),Drama|Fantasy|Horror|Thriller
65143,588,4.0,843783139,Aladdin (1992),Adventure|Animation|Children|Comedy|Musical
9434,2795,4.5,1217970740,Vacation (1983),Comedy
28155,1293,4.0,851433475,Gandhi (1982),Drama
21417,5956,4.5,1061625636,Gangs of New York (2002),Crime|Drama
7560,1301,4.0,1071466813,Forbidden Planet (1956),Drama|Sci-Fi
26110,1722,5.0,992629469,Tomorrow Never Dies (1997),Action|Romance|Thriller
59104,3083,4.0,963272132,All About My Mother (Todo sobre mi madre) (1999),Comedy|Drama
11902,229,5.0,828267895,Death and the Maiden (1994),Drama|Thriller
35286,5464,4.5,1101869138,Road to Perdition (2002),Crime|Drama
40679,31114,4.0,1176428901,Imaginary Heroes (2004),Comedy|Drama
25751,555,4.5,1116230970,True Romance (1993),Action|Crime|Romance
61034,7018,3.0,1129645062,Presumed Innocent (1990),Crime|Drama|Thriller
8549,2565,3.0,962383699,"King and I, The (1956)",Drama|Musical|Romance
66121,1958,3.5,1080661178,Terms of Endearment (1983),Comedy|Drama
70904,2028,5.0,959699066,Saving Private Ryan (1998),Action|Drama|War
28944,10,4.0,836317769,GoldenEye (1995),Action|Adventure|Thriller
65367,2330,4.5,1159837846,Hands on a Hard Body (1996),Comedy|Documentary
64902,2700,5.0,979870921,"South Park: Bigger, Longer and Uncut (1999)",Animation|Comedy|Musical
10235,2403,4.0,919119601,First Blood (Rambo: First Blood) (1982),Action|Drama|Thriller
15208,7254,3.5,1193919652,"Butterfly Effect, The (2004)",Drama|Sci-Fi|Thriller
56254,10,3.0,831121113,GoldenEye (1995),Action|Adventure|Thriller
678,1293,3.0,860368057,Gandhi (1982),Drama
12491,6780,4.5,1206542506,"Brief History of Time, A (1991)",Documentary
25968,1375,2.0,1116280044,Star Trek III: The Search for Spock (1984),Action|Adventure|Sci-Fi
17084,376,4.0,835718350,"River Wild, The (1994)",Action|Thriller
2852,6902,4.5,1125827901,Interstate 60 (2002),Adventure|Comedy|Drama
34929,1036,5.0,846671503,Die Hard (1988),Action|Crime|Thriller
66062,253,3.0,838411307,Interview with the Vampire: The Vampire Chronicles (1994),Drama|Horror
28616,3147,2.5,1117101112,"Green Mile, The (1999)",Crime|Drama|Fantasy
1480,1253,4.5,1111560564,"Day the Earth Stood Still, The (1951)",Drama|Sci-Fi|Thriller
60314,1204,4.0,940116754,Lawrence of Arabia (1962),Adventure|Drama|War
14900,3798,2.5,1112649026,What Lies Beneath (2000),Thriller
43850,1197,5.0,976054277,"Princess Bride, The (1987)",Action|Adventure|Comedy|Fantasy|Romance
24135,260,4.0,860881439,Star Wars: Episode IV - A New Hope (a.k.a. Star Wars) (1977),Action|Adventure|Sci-Fi
9016,2804,3.0,1217875265,"Christmas Story, A (1983)",Children|Comedy
49602,292,3.0,834477056,Outbreak (1995),Action|Drama|Sci-Fi|Thriller
5332,1219,4.5,1163971390,Psycho (1960),Horror|Thriller
38584,915,5.0,1040404738,Sabrina (1954),Comedy|Romance
60352,1210,3.5,1230491280,Star Wars: Episode VI - Return of the Jedi (1983),Action|Adventure|Sci-Fi
5100,1603,3.0,974602164,Mimic (1997),Horror|Sci-Fi|Thriller
67509,3753,3.0,965538675,"Patriot, The (2000)",Action|Drama|War
53719,1464,1.0,939685636,Lost Highway (1997),Crime|Drama|Fantasy|Film-Noir|Mystery|Romance
51043,2710,5.0,956615594,"Blair Witch Project, The (1999)",Horror|Thriller
45443,4103,3.5,1138732847,Empire of the Sun (1987),Drama|War
28105,553,3.0,1117046311,Tombstone (1993),Action|Drama|Western
47794,879,2.0,1125262923,"Relic, The (1997)",Horror|Thriller
9329,866,4.5,1060740423,Bound (1996),Crime|Drama|Romance|Thriller
56586,5540,2.5,1109725133,Clash of the Titans (1981),Action|Adventure|Fantasy
63307,1012,5.0,844085855,Old Yeller (1957),Children|Drama
39973,3529,4.0,1074463531,"Postman Always Rings Twice, The (1981)",Crime|Thriller
61171,368,4.0,848742749,Maverick (1994),Adventure|Comedy|Western
40686,507,4.0,945064220,"Perfect World, A (1993)",Crime|Drama|Thriller
35328,1242,4.0,965663320,Glory (1989),Action|Drama|War
43144,1779,2.5,1122321281,Sphere (1998),Sci-Fi|Thriller
41530,4002,4.0,975977124,"Planes, Trains & Automobiles (1987)",Adventure|Comedy|Drama
61494,521,4.0,848759670,Romeo Is Bleeding (1993),Crime|Thriller
4260,3741,4.0,1219549112,Badlands (1973),Crime|Drama|Thriller
62758,1214,5.0,973098772,Alien (1979),Action|Horror|Sci-Fi|Thriller
54315,4958,3.0,1007514126,Behind Enemy Lines (2001),Action|Drama|War
14758,2081,3.5,1138985437,"Little Mermaid, The (1989)",Animation|Children|Comedy|Musical|Romance
6847,466,3.0,839508539,Hot Shots! Part Deux (1993),Action|Comedy|War
12248,4386,2.0,1052343331,Cats & Dogs (2001),Children|Comedy
46705,2746,1.5,1178809772,Little Shop of Horrors (1986),Comedy|Horror|Musical
25917,587,4.0,840641314,Ghost (1990),Comedy|Drama|Fantasy|Romance|Thriller
61667,34148,4.5,1167453244,"Beat That My Heart Skipped, The (De battre mon coeur s'est arrêté) (2005)",Drama
50311,2997,5.0,968271805,Being John Malkovich (1999),Comedy|Drama|Fantasy
3860,5903,2.5,1135383577,Equilibrium (2002),Action|Sci-Fi|Thriller
70211,3988,3.0,1021940074,How the Grinch Stole Christmas (a.k.a. The Grinch) (2000),Children|Comedy|Fantasy
30667,788,4.0,970530008,"Nutty Professor, The (1996)",Comedy|Fantasy|Romance|Sci-Fi
49588,21,3.0,834476324,Get Shorty (1995),Action|Comedy|Drama
23877,1263,3.0,990633600,"Deer Hunter, The (1978)",Drama|War
14790,4386,2.5,1112639468,Cats & Dogs (2001),Children|Comedy
53649,2362,2.0,1026210958,Glen or Glenda (1953),Drama
48931,1247,3.0,852221780,"Graduate, The (1967)",Comedy|Drama|Romance
67498,2662,4.0,945452008,"War of the Worlds, The (1953)",Action|Drama|Horror|Sci-Fi|Thriller
55849,562,3.0,865622658,Welcome to the Dollhouse (1995),Comedy|Drama
65097,592,3.0,848993560,Batman (1989),Action|Crime|Sci-Fi|Thriller
10655,3996,3.0,1089567185,"Crouching Tiger, Hidden Dragon (Wu hu zang long) (2000)",Action|Adventure|Drama|Fantasy
66190,2571,5.0,1206555196,"Matrix, The (1999)",Action|Sci-Fi|Thriller
34334,3623,3.0,1118742864,Mission: Impossible 2 (2000),Action|Thriller
33077,911,4.0,954030641,Charade (1963),Comedy|Crime|Mystery|Romance|Thriller
67093,494,4.5,1131810846,Executive Decision (1996),Action|Adventure|Thriller
71523,31225,3.5,1106451588,Coach Carter (2005),Drama
10276,1597,4.0,1218335171,Conspiracy Theory (1997),Drama|Mystery|Romance|Thriller
38843,6874,3.5,1175768250,Kill Bill: Vol. 1 (2003),Action|Crime|Thriller
29930,596,3.5,1117419153,Pinocchio (1940),Animation|Children|Fantasy|Musical
53649,749,3.0,1026211264,"Man from Down Under, The (1943)",Drama
51955,2150,3.5,1053108577,"Gods Must Be Crazy, The (1980)",Adventure|Comedy
21023,4047,4.0,1154688045,Gettysburg (1993),Drama|War
52806,1527,4.5,1154124978,"Fifth Element, The (1997)",Action|Adventure|Sci-Fi
50695,170,3.0,1062196554,Hackers (1995),Action|Adventure|Crime|Thriller
19379,45928,3.0,1164311363,Who Killed the Electric Car? (2006),Documentary
17246,848,3.0,943211696,"Spitfire Grill, The (1996)",Drama
71490,442,4.0,844412924,Demolition Man (1993),Action|Adventure|Sci-Fi
7615,480,3.0,942407537,Jurassic Park (1993),Action|Adventure|Sci-Fi|Thriller
27042,349,3.0,831638402,Clear and Present Danger (1994),Action|Adventure|Thriller
51692,4248,3.5,1154273548,Josie and the Pussycats (2001),Comedy
33580,6,3.0,852431859,Heat (1995),Action|Crime|Thriller
13274,1103,4.0,962791723,Rebel Without a Cause (1955),Drama
50206,57,4.0,842364931,Home for the Holidays (1995),Drama
54599,663,5.0,1000774737,Kids in the Hall: Brain Candy (1996),Comedy
59505,2324,4.0,1037326088,Life Is Beautiful (La Vita è bella) (1997),Comedy|Drama|Romance|War
24239,1642,2.0,991839541,Indian Summer (a.k.a. Alive & Kicking) (1996),Comedy|Drama
15178,55253,3.0,1194636816,"Lust, Caution (Se, jie) (2007)",Drama|Romance|Thriller|War
62089,708,4.0,852370126,"Truth About Cats & Dogs, The (1996)",Comedy|Romance
1020,586,5.0,913109077,Home Alone (1990),Children|Comedy
14466,527,4.0,835624037,Schindler's List (1993),Drama|War
42725,910,4.0,1177268526,Some Like It Hot (1959),Comedy|Crime
27806,1588,1.0,1228388617,George of the Jungle (1997),Children|Comedy
61664,54001,3.5,1230784837,Harry Potter and the Order of the Phoenix (2007),Adventure|Drama|Fantasy|IMAX
28669,3753,3.5,1117113998,"Patriot, The (2000)",Action|Drama|War
30169,3536,5.0,1037166643,Keeping the Faith (2000),Comedy|Drama|Romance
22648,595,4.0,967811952,Beauty and the Beast (1991),Animation|Children|Fantasy|Musical|Romance
26674,2355,4.5,1061861398,"Bug's Life, A (1998)",Adventure|Animation|Children|Comedy
6678,1030,2.5,1087333224,Pete's Dragon (1977),Adventure|Animation|Children|Musical
12030,475,4.0,845137374,In the Name of the Father (1993),Drama
46458,852,3.0,864210470,Tin Cup (1996),Comedy|Drama|Romance
38805,31,5.0,830897492,Dangerous Minds (1995),Drama
67500,1641,2.5,1131960202,"Full Monty, The (1997)",Comedy|Drama
53084,1721,3.5,1181187430,Titanic (1997),Drama|Romance
27311,2736,3.0,974836065,Brighton Beach Memoirs (1986),Comedy
31340,2321,4.5,1117860730,Pleasantville (1998),Comedy|Drama|Fantasy
17360,2916,3.5,1214043293,Total Recall (1990),Action|Adventure|Sci-Fi|Thriller
11638,6807,4.5,1192480659,Monty Python's The Meaning of Life (1983),Comedy
61180,1594,5.0,940192020,In the Company of Men (1997),Comedy|Drama
8787,3785,2.5,1214664097,Scary Movie (2000),Comedy|Horror
40943,1921,4.0,1105133700,Pi (1998),Sci-Fi|Thriller
70037,4308,3.0,1187620415,Moulin Rouge (2001),Drama|Musical|Romance
62131,185,3.0,848828301,"Net, The (1995)",Action|Crime|Thriller
41888,2728,4.0,1149454867,Spartacus (1960),Action|Drama|Romance|War
935,3753,5.0,1031879779,"Patriot, The (2000)",Action|Drama|War
28788,5094,0.5,1098658965,Rollerball (2002),Action|Sci-Fi
